,date_time,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
18505,1673575200,5,1134.87,0.53,66.49,14.48,81.06,86.17,139.7,11.4
18506,1673578800,5,1575.47,12.63,80.88,7.33,106.81,118.12,173.86,16.97
18507,1673582400,5,1789.09,33.08,79.51,19.85,133.51,133.61,190.78,19.76
18508,1673586000,5,1869.2,41.13,81.57,30.4,156.4,142.76,201.77,22.29
18509,1673589600,5,1735.69,32.63,80.2,48.64,160.22,138.82,198.13,22.55
18510,1673593200,5,988.01,11.73,46.61,89.41,86.78,81.46,130.46,12.29
18511,1673596800,3,574.11,4.64,23.99,115.87,45.3,45.64,84.96,7.54
18512,1673600400,3,433.92,3.13,17.14,117.3,31.47,31.34,63.97,5.83
18513,1673604000,3,370.5,2.6,14.22,105.86,23.84,25.35,56.37,4.56
18514,1673607600,3,363.83,2.35,14.91,97.27,21.46,24.92,58.83,4.31
18515,1673611200,3,373.84,1.59,17.82,87.98,20.03,25.76,62.59,4.31
18516,1673614800,3,417.23,0.27,22.62,78.68,21.46,28.23,68.64,5.07
18517,1673618400,3,467.3,0.0,23.65,75.1,23.6,31.35,75.98,6.27
18518,1673622000,3,494.0,0.0,22.62,75.82,24.56,33.87,82.76,6.97
18519,1673625600,3,574.11,0.0,25.7,72.96,28.61,38.89,91.94,8.23
18520,1673629200,4,700.95,0.0,30.5,67.95,33.86,46.38,104.28,9.75
18521,1673632800,4,787.73,0.0,34.96,62.94,38.15,51.42,112.68,10.01
18522,1673636400,4,1041.41,0.0,45.24,49.35,41.01,66.06,133.9,11.4
18523,1673640000,5,1295.09,0.0,52.78,33.26,40.05,82.27,155.87,11.78
18524,1673643600,5,1361.85,0.01,52.78,25.75,39.1,87.42,158.61,11.15
18525,1673647200,5,1335.14,0.02,48.67,22.35,38.15,87.29,154.14,11.27
18526,1673650800,5,1321.79,0.04,46.61,19.85,38.62,87.57,149.38,12.29
18527,1673654400,5,1361.85,0.1,47.3,16.81,41.01,90.82,147.59,13.93
18528,1673658000,5,1482.01,0.42,52.78,11.62,45.3,98.67,150.43,16.47
18529,1673661600,5,1922.61,4.19,67.17,3.49,55.79,124.83,175.48,23.81
18530,1673665200,5,2216.34,13.41,73.34,10.37,67.71,137.64,183.95,26.85
18531,1673668800,5,1455.31,13.75,61.69,43.99,89.65,88.74,116.89,19.0
18532,1673672400,5,1455.31,18.1,61.69,57.22,104.9,96.56,126.61,20.27
18533,1673676000,5,1375.2,16.09,61.69,79.39,112.53,107.62,139.83,18.75
18534,1673679600,5,921.25,9.39,45.24,108.72,92.51,92.73,121.07,9.37
18535,1673683200,4,587.46,4.41,25.36,133.04,63.9,74.64,98.86,4.02
18536,1673686800,4,500.68,2.29,16.79,153.06,48.16,70.88,94.62,2.85
18537,1673690400,4,473.98,1.47,13.19,161.65,35.76,70.42,96.14,2.85
18538,1673694000,5,527.38,1.16,14.57,168.8,31.47,76.99,105.48,3.51
18539,1673697600,5,594.14,0.65,17.99,175.95,33.86,89.47,119.54,3.64
18540,1673701200,5,674.25,0.07,22.28,174.52,41.01,104.86,136.04,3.67
18541,1673704800,5,727.65,0.0,22.62,168.8,41.96,111.69,144.07,4.5
18542,1673708400,5,741.0,0.0,21.08,164.51,38.15,109.56,142.73,5.76
18543,1673712000,5,801.09,0.0,21.93,157.36,39.1,113.85,148.26,7.41
18544,1673715600,5,934.6,0.0,26.05,144.48,43.87,124.67,161.02,9.88
18545,1673719200,5,1028.06,0.0,30.5,121.59,49.59,130.01,166.47,11.65
18546,1673722800,5,1054.76,0.0,32.9,100.14,53.88,131.11,165.09,10.89
18547,1673726400,5,1068.12,0.0,34.62,82.97,57.22,133.09,164.5,10.51
18548,1673730000,5,1108.17,0.0,35.3,71.53,59.13,133.41,163.2,11.53
18549,1673733600,5,1094.82,0.0,35.3,62.94,57.7,126.14,154.32,12.79
18550,1673737200,5,1068.12,0.0,34.96,56.51,55.79,115.94,142.87,13.81
18551,1673740800,5,1068.12,0.0,36.33,50.78,56.74,108.9,135.75,14.82
18552,1673744400,5,1148.22,0.0,41.13,42.56,60.08,109.89,137.47,16.47
18553,1673748000,5,1375.2,0.05,53.47,27.89,64.85,119.86,150.63,20.52
18554,1673751600,5,1708.98,5.64,64.43,16.45,72.48,136.65,172.13,24.83
18555,1673755200,5,1949.31,19.0,62.38,26.46,80.11,152.11,189.97,27.11
18556,1673758800,5,2136.23,23.47,69.92,44.35,94.41,175.19,217.28,30.91
18557,1673762400,5,2082.82,17.88,74.71,80.11,103.0,192.32,238.64,30.15
18558,1673766000,5,1268.39,8.72,51.41,124.45,82.02,144.75,183.26,16.47
18559,1673769600,5,700.95,3.86,26.39,145.91,51.5,94.45,124.52,8.36
18560,1673773200,4,554.08,2.4,18.16,147.34,34.81,73.32,99.09,6.78
18561,1673776800,4,507.35,1.72,14.74,143.05,25.51,66.1,89.08,6.21
18562,1673780400,4,540.73,1.22,15.25,148.77,23.37,74.97,97.01,5.95
18563,1673784000,5,614.17,0.57,18.51,160.22,27.89,97.91,120.82,5.0
18564,1673787600,5,727.65,0.05,23.99,157.36,37.67,124.45,149.57,4.56
18565,1673791200,5,801.09,0.0,26.39,150.2,41.96,137.46,166.1,5.07
18566,1673794800,5,821.11,0.0,25.02,150.2,39.1,136.91,168.49,6.21
18567,1673798400,5,1121.52,0.0,32.22,134.47,38.15,153.68,193.79,11.02
18568,1673802000,5,1575.47,0.0,45.24,108.72,41.96,183.63,234.59,16.21
18569,1673805600,5,1922.61,0.0,55.52,84.4,45.78,208.25,265.29,18.24
18570,1673809200,5,1976.01,0.0,60.32,66.52,44.35,214.21,270.84,15.33
18571,1673812800,5,2082.82,0.0,65.12,48.64,47.21,223.26,279.52,15.33
18572,1673816400,5,2349.85,0.0,71.29,34.33,56.27,246.52,302.88,18.24
18573,1673820000,5,2483.37,0.01,72.66,26.46,64.85,262.1,317.04,21.53
18574,1673823600,5,2483.37,0.02,71.29,22.89,70.57,267.69,319.13,22.8
18575,1673827200,5,2563.48,0.05,75.4,18.95,78.2,283.24,330.49,24.07
18576,1673830800,5,2349.85,0.09,78.83,21.1,101.09,278.34,315.46,21.28
18577,1673834400,5,2590.18,2.77,94.59,6.79,121.12,310.64,349.51,24.32
18578,1673838000,5,2964.02,18.1,101.45,2.79,141.14,355.04,398.57,26.35
18579,1673841600,5,3337.86,38.0,108.3,13.23,165.94,406.28,451.8,25.59
18580,1673845200,5,3791.81,47.39,134.35,33.62,204.09,471.92,522.1,26.09
18581,1673848800,5,4058.84,40.23,175.48,77.25,255.58,547.07,601.9,25.33
18582,1673852400,5,3257.75,26.15,167.25,134.47,251.77,529.09,583.25,14.19
18583,1673856000,5,2082.82,14.75,108.3,161.65,169.75,396.41,445.99,6.97
18584,1673859600,5,1255.04,7.38,57.58,161.65,101.09,250.97,294.56,6.65
18585,1673863200,5,841.14,3.44,30.5,160.22,55.79,161.08,197.72,7.35
18586,1673866800,5,787.73,2.07,26.05,163.08,41.01,145.06,177.21,7.6
18587,1673870400,5,834.47,1.02,30.16,167.37,42.44,156.39,186.74,6.65
18588,1673874000,5,934.6,0.1,36.67,155.93,51.98,170.44,200.92,6.21
18589,1673877600,5,988.01,0.0,37.01,147.34,54.84,175.6,207.97,6.4
18590,1673881200,5,974.66,0.0,31.53,151.63,47.68,168.59,202.51,6.84
18591,1673884800,5,1281.74,0.0,37.7,140.19,45.3,181.09,223.24,12.03
18592,1673888400,5,1869.2,0.0,54.15,110.15,51.98,215.96,270.84,19.25
18593,1673892000,5,2376.56,0.0,71.29,80.82,60.08,253.07,316.66,23.31
18594,1673895600,5,2536.77,0.0,78.14,62.23,61.99,268.4,331.13,20.52
18595,1673899200,5,2483.37,0.0,76.09,52.21,61.99,268.12,325.82,16.97
18596,1673902800,5,2429.96,0.0,71.97,45.06,63.9,271.89,325.45,16.21
18597,1673906400,5,2269.74,0.0,65.8,40.05,66.76,268.7,317.53,16.21
18598,1673910000,5,2136.23,0.0,62.38,36.84,72.48,269.95,313.93,15.07
18599,1673913600,5,2082.82,0.0,63.75,32.9,84.88,279.86,320.11,14.06
18600,1673917200,5,1922.61,0.04,77.46,26.46,146.87,294.6,327.45,10.64
18601,1673920800,5,2243.04,1.82,94.59,9.39,167.85,327.92,364.84,15.71
18602,1673924400,5,2750.4,16.54,100.08,3.8,177.38,367.8,412.23,21.03
18603,1673928000,5,3204.35,33.97,101.45,16.45,183.11,405.81,455.83,24.32
18604,1673931600,5,3738.4,38.44,123.38,40.41,198.36,458.26,515.27,29.39
18605,1673935200,5,3952.03,28.39,149.43,92.98,223.16,513.58,574.74,31.16
18606,1673938800,5,3150.94,15.87,130.24,167.37,196.46,489.63,548.91,21.79
18607,1673942400,5,2029.42,7.82,78.83,211.72,125.89,386.61,442.05,13.43
18608,1673946000,5,1295.09,4.14,42.5,203.13,75.34,267.75,315.94,10.51
18609,1673949600,5,947.95,2.68,27.42,177.38,44.35,184.77,224.75,9.12
18610,1673953200,5,907.9,2.04,27.08,174.52,35.76,173.73,208.83,8.23
18611,1673956800,5,974.66,1.27,32.9,177.38,38.15,187.92,221.1,7.16
18612,1673960400,5,1108.17,0.25,41.47,161.65,47.68,208.18,242.51,6.97
18613,1673964000,5,1228.33,0.0,45.24,135.9,56.27,222.58,260.51,7.54
18614,1673967600,5,1295.09,0.0,47.3,118.73,59.13,227.44,269.84,7.98
18615,1673971200,5,2002.72,0.0,67.86,85.12,62.94,271.46,330.26,16.47
18616,1673974800,5,3257.75,0.01,105.56,39.7,74.39,356.85,440.09,28.88
18617,1673978400,5,4325.87,2.21,137.09,7.96,89.65,438.45,537.48,38.5
18618,1673982000,5,4646.3,6.43,139.83,0.99,95.37,465.8,561.23,36.98
18619,1673985600,5,4325.87,4.75,128.87,1.45,89.65,445.64,527.21,26.6
18620,1673989200,5,4005.43,1.56,117.9,5.19,86.78,429.2,497.77,19.0
18621,1673992800,5,2937.32,0.01,94.59,24.68,111.58,377.44,424.64,10.01
18622,1673996400,5,3044.13,0.09,100.08,16.63,115.39,394.67,441.87,11.15
18623,1674000000,5,3284.45,0.87,108.3,7.51,118.26,418.14,465.8,12.54
18624,1674003600,5,3471.37,5.09,113.79,1.34,117.3,433.99,482.19,14.44
18625,1674007200,5,3738.4,17.88,113.79,0.05,121.12,450.53,500.71,20.27
18626,1674010800,5,4165.65,40.23,112.41,1.27,127.79,481.87,536.77,27.11
18627,1674014400,5,4753.11,66.16,112.41,7.87,117.3,508.95,571.19,32.17
18628,1674018000,5,5661.01,71.53,145.32,24.32,121.12,581.35,657.49,45.09
18629,1674021600,5,6622.31,45.15,211.12,85.83,148.77,717.04,807.09,59.78
18630,1674025200,5,7156.37,20.79,241.28,240.33,185.01,920.36,1018.74,61.81
18631,1674028800,5,6515.5,10.73,211.12,394.82,192.64,1074.32,1170.61,38.5
18632,1674032400,5,5126.95,6.26,157.65,469.21,177.38,1084.68,1176.85,16.47
18633,1674036000,5,3524.78,2.91,94.59,509.26,150.68,895.34,985.38,4.5
18634,1674039600,5,2456.67,1.27,58.95,492.1,131.61,672.77,755.2,2.28
18635,1674043200,5,1789.09,0.56,49.35,383.38,108.72,492.55,559.93,2.15
18636,1674046800,5,1441.96,0.05,46.61,248.91,83.92,364.13,418.72,2.85
18637,1674050400,5,1361.85,0.0,47.98,153.06,59.6,277.78,329.95,7.41
18638,1674054000,5,1388.55,0.0,47.98,103.0,44.82,218.32,273.67,12.03
18639,1674057600,5,2056.12,0.0,69.92,60.8,49.59,236.66,309.06,20.77
18640,1674061200,5,3311.16,0.89,111.04,18.06,65.8,319.49,415.91,32.17
18641,1674064800,5,4592.9,14.08,130.24,0.37,82.02,414.92,523.27,39.52
18642,1674068400,5,5020.14,20.56,134.35,0.02,86.78,454.39,552.2,34.45
18643,1674072000,5,4699.71,13.97,130.24,0.1,81.06,433.56,513.25,24.83
18644,1674075600,5,4432.68,5.98,131.61,1.06,78.2,417.61,485.81,20.01
18645,1674079200,5,3177.64,0.0,102.82,27.18,87.74,331.43,379.76,12.41
18646,1674082800,5,3070.83,0.0,98.71,27.18,80.11,331.89,382.06,11.02
18647,1674086400,5,3231.05,0.04,104.19,20.03,76.29,352.2,405.15,10.77
18648,1674090000,5,3738.4,1.9,119.27,6.17,82.02,397.78,453.93,13.3
18649,1674093600,5,4272.46,16.32,126.12,0.2,100.14,450.25,511.46,20.52
18650,1674097200,5,4806.52,42.47,126.12,1.3,123.98,494.31,562.96,27.61
18651,1674100800,5,4432.68,49.17,138.46,12.34,164.03,476.02,539.09,26.35
18652,1674104400,5,4753.11,49.62,167.25,37.91,202.18,518.54,584.43,30.65
18653,1674108000,5,4913.33,34.42,194.67,98.71,228.88,581.9,653.49,33.44
18654,1674111600,5,4112.24,16.99,164.51,200.27,188.83,588.43,667.74,25.08
18655,1674115200,5,2857.21,7.6,100.08,274.66,121.12,510.27,599.22,15.45
18656,1674118800,5,1895.9,4.19,58.26,268.94,76.29,387.72,475.96,10.39
18657,1674122400,5,1228.33,3.02,38.39,211.72,48.16,261.37,336.64,7.6
18658,1674126000,5,1081.47,2.77,38.39,163.08,39.58,207.81,265.79,7.41
18659,1674129600,5,1174.93,1.87,50.04,125.89,39.1,196.88,244.52,8.61
18660,1674133200,5,1441.96,0.24,67.17,89.41,41.96,209.22,256.78,12.03
18661,1674136800,5,1762.39,0.0,71.97,69.38,44.35,233.48,289.91,16.47
18662,1674140400,5,1976.01,0.0,68.55,66.52,44.82,256.36,322.16,19.25
18663,1674144000,5,2323.15,0.0,73.34,62.23,50.07,292.15,367.26,22.29
18664,1674147600,5,2830.51,0.0,86.37,52.21,61.04,340.62,424.98,26.85
18665,1674151200,5,3311.16,0.0,101.45,42.2,72.48,388.11,475.14,29.13
18666,1674154800,5,4592.9,3.24,141.2,11.35,81.06,489.49,590.39,32.42
18667,1674158400,5,6408.69,29.5,163.14,0.0,93.46,634.0,754.4,42.56
18668,1674162000,5,8010.86,57.22,165.88,0.0,111.58,766.71,896.35,53.7
18669,1674165600,5,7904.05,60.8,152.17,0.0,111.58,775.7,895.92,50.66
18670,1674169200,5,6248.47,38.0,131.61,0.0,81.06,655.97,754.7,30.65
18671,1674172800,5,4325.87,11.85,112.41,2.17,56.27,500.51,574.11,16.21
18672,1674176400,5,1762.39,0.0,55.52,78.68,63.9,302.0,334.18,4.69
18673,1674180000,5,1976.01,0.0,67.86,72.24,78.2,313.36,346.37,9.5
18674,1674183600,5,2696.99,1.51,101.45,48.64,97.27,355.83,397.15,17.23
18675,1674187200,5,3471.37,13.75,123.38,46.49,119.21,410.62,460.23,23.81
18676,1674190800,5,3845.21,22.13,137.09,75.82,150.68,446.55,499.36,28.37
18677,1674194400,5,3578.19,19.45,142.57,131.61,185.01,459.01,509.49,27.11
18678,1674198000,5,2563.48,12.18,111.04,194.55,156.4,406.38,452.71,16.47
18679,1674201600,5,1562.12,5.81,61.01,223.16,90.6,310.86,358.67,9.5
18680,1674205200,5,1028.06,3.32,34.96,211.72,52.93,219.01,266.49,7.41
18681,1674208800,5,821.11,2.74,27.08,174.52,32.9,160.52,204.54,6.97
18682,1674212400,5,867.84,2.82,31.53,143.05,26.7,145.15,187.14,8.61
18683,1674216000,5,961.3,2.18,43.18,113.01,26.23,133.4,172.39,10.77
18684,1674219600,5,1174.93,0.34,61.01,82.25,29.8,133.38,174.47,14.31
18685,1674223200,5,1415.25,0.0,65.8,67.95,34.33,145.1,193.77,18.24
18686,1674226800,5,1602.17,0.0,62.38,68.66,37.67,157.81,216.36,20.77
18687,1674230400,5,2029.42,0.0,70.6,60.08,46.73,189.92,261.02,25.59
18688,1674234000,5,2883.91,0.01,95.96,36.84,62.94,254.02,343.61,34.45
18689,1674237600,5,3845.21,1.84,123.38,10.01,76.29,326.6,434.61,40.53
18690,1674241200,5,4272.46,9.16,127.49,0.41,77.25,362.6,473.22,35.46
18691,1674244800,5,4058.84,9.16,116.53,0.34,66.76,345.44,441.96,24.83
18692,1674248400,5,3311.16,2.79,95.96,5.01,58.65,295.55,367.7,17.23
18693,1674252000,5,2162.93,0.0,64.43,33.97,55.79,219.76,263.29,11.53
18694,1674255600,5,1588.82,0.0,47.98,47.92,51.02,182.39,213.67,9.12
18695,1674259200,5,1214.98,0.0,38.39,60.8,45.3,156.1,178.9,6.78
18696,1674262800,5,1041.41,0.0,35.99,70.81,45.3,144.07,162.14,5.64
18697,1674266400,5,1268.39,0.0,47.3,65.09,53.41,159.58,180.15,9.12
18698,1674270000,5,1735.69,1.26,69.23,53.64,67.71,189.25,215.57,14.19
18699,1674273600,5,2109.53,9.05,80.88,59.37,84.88,216.58,246.75,18.24
18700,1674277200,5,2296.45,14.31,85.0,82.25,103.95,235.7,268.34,21.79
18701,1674280800,5,2216.34,12.74,82.94,123.02,113.49,250.61,286.01,22.8
18702,1674284400,5,1535.42,7.26,58.26,171.66,84.88,214.8,246.93,13.93
18703,1674288000,5,934.6,3.38,31.19,197.41,55.31,173.81,201.12,6.14
18704,1674291600,5,774.38,1.98,21.25,208.85,49.11,181.41,206.5,1.79
18705,1674295200,5,774.38,1.27,16.79,220.3,48.64,209.48,234.88,0.0
18706,1674298800,5,821.11,0.96,17.99,226.02,45.3,213.23,241.55,1.2
18707,1674302400,5,794.41,0.66,24.33,203.13,49.59,180.34,209.77,2.69
18708,1674306000,5,794.41,0.1,32.22,161.65,51.98,146.06,175.82,4.12
18709,1674309600,5,827.79,0.0,31.87,140.19,45.3,131.95,164.14,6.27
18710,1674313200,5,847.82,0.0,28.45,137.33,38.15,125.4,160.86,8.36
18711,1674316800,5,1094.82,0.0,33.93,127.32,38.62,136.48,178.13,12.92
18712,1674320400,5,1535.42,0.0,45.93,107.29,44.82,163.82,214.87,20.01
18713,1674324000,5,1815.8,0.0,54.84,90.84,48.16,181.43,238.35,23.81
18714,1674327600,5,1668.93,0.0,52.78,84.4,43.39,168.24,220.99,19.25
18715,1674331200,5,1281.74,0.0,39.76,90.12,35.29,136.2,178.48,13.17
18716,1674334800,5,988.01,0.0,28.1,97.27,29.56,110.18,142.93,9.88
18717,1674338400,5,774.38,0.0,20.56,104.43,24.8,91.03,117.61,7.85
18718,1674342000,5,801.09,0.0,21.42,97.27,25.27,91.35,118.41,7.98
18719,1674345600,5,947.95,0.0,27.76,81.54,30.04,101.11,129.86,8.87
18720,1674349200,5,1188.28,0.0,38.39,63.66,38.62,119.47,150.21,10.89
18721,1674352800,5,1602.17,0.0,56.21,45.42,52.45,150.11,185.11,17.23
18722,1674356400,5,1922.61,1.73,71.97,30.4,76.29,185.05,222.77,21.03
18723,1674360000,5,1588.82,8.27,58.26,40.77,117.3,187.69,219.74,13.43
18724,1674363600,5,1535.42,11.96,54.15,59.37,116.35,182.28,215.5,15.96
18725,1674367200,5,1361.85,10.06,50.72,92.98,104.9,166.38,199.37,16.47
18726,1674370800,5,961.3,5.92,36.67,130.18,74.39,130.75,160.05,10.89
18727,1674374400,5,660.9,2.93,21.59,154.5,47.21,98.44,123.87,7.03
18728,1674378000,5,560.76,1.87,15.94,164.51,36.24,84.13,107.33,5.76
18729,1674381600,4,500.68,1.31,13.19,168.8,30.52,74.54,96.45,4.75
18730,1674385200,4,494.0,1.01,14.05,170.23,31.47,72.36,93.87,4.24
18731,1674388800,4,514.03,0.57,17.14,163.08,33.86,74.56,96.7,3.96
18732,1674392400,5,567.44,0.07,20.91,147.34,33.38,75.8,99.75,4.69
18733,1674396000,4,620.84,0.0,21.76,134.47,30.52,73.44,100.21,6.59
18734,1674399600,4,674.25,0.0,22.28,123.02,28.85,69.83,98.85,8.74
18735,1674403200,4,781.06,0.0,26.05,111.58,32.42,72.95,104.0,11.53
18736,1674406800,5,921.25,0.0,29.82,100.14,35.76,79.22,112.55,14.19
18737,1674410400,5,974.66,0.0,31.87,91.55,36.24,81.37,115.47,14.95
18738,1674414000,4,867.84,0.0,30.16,85.83,33.38,73.02,104.09,12.54
18739,1674417600,4,794.41,0.0,30.16,78.68,35.76,67.29,94.16,11.27
18740,1674421200,4,821.11,0.0,33.24,70.1,44.82,70.35,94.4,11.65
18741,1674424800,5,841.14,0.0,34.62,62.94,52.45,76.14,98.56,11.27
18742,1674428400,5,894.55,0.0,37.36,53.64,63.9,87.22,110.33,10.64
18743,1674432000,5,988.01,0.0,42.84,42.56,76.29,101.69,127.13,11.15
18744,1674435600,5,1134.87,0.0,49.35,33.62,83.92,116.65,145.46,13.93
18745,1674439200,5,1428.6,0.06,61.69,25.03,88.69,135.83,169.87,20.77
18746,1674442800,5,1735.69,2.88,74.03,23.25,92.51,153.3,192.7,27.36
18747,1674446400,5,1789.09,10.62,69.92,45.78,103.0,158.6,198.58,27.87
18748,1674450000,5,1548.77,11.29,60.32,77.25,101.09,151.9,190.73,23.56
18749,1674453600,5,1094.82,7.26,42.84,115.87,78.2,129.34,163.08,15.07
18750,1674457200,5,687.6,3.49,23.65,144.48,51.5,99.17,124.28,7.6
18751,1674460800,5,594.14,2.37,17.31,157.36,46.25,95.12,117.28,5.0
18752,1674464400,5,614.17,2.32,18.51,164.51,52.45,105.32,128.02,3.74
18753,1674468000,5,620.84,1.93,18.16,170.23,49.11,110.23,134.3,3.13
18754,1674471600,5,600.81,1.42,17.82,167.37,37.19,102.21,127.3,4.05
18755,1674475200,5,587.46,0.85,20.22,151.63,29.09,86.03,110.84,5.64
18756,1674478800,5,620.84,0.12,24.33,133.04,27.89,77.92,102.79,7.54
18757,1674482400,4,667.57,0.0,23.99,121.59,28.13,74.51,100.73,9.25
18758,1674486000,4,680.92,0.0,22.96,114.44,27.89,70.84,99.02,10.26
18759,1674489600,4,774.38,0.0,25.7,107.29,31.47,74.72,105.42,12.03
18760,1674493200,5,934.6,0.0,31.19,97.27,36.72,84.42,119.4,15.07
18761,1674496800,5,1068.12,0.0,36.33,89.41,40.53,92.11,130.19,16.72
18762,1674500400,5,1134.87,0.0,39.76,80.82,40.05,96.09,136.03,16.21
18763,1674504000,5,1214.98,0.0,41.47,70.81,37.67,100.37,141.48,15.96
18764,1674507600,5,1241.68,0.0,40.78,63.66,38.15,103.95,143.87,15.07
18765,1674511200,5,1174.93,0.0,37.36,60.8,38.15,102.65,139.66,14.19
18766,1674514800,5,1108.17,0.0,36.67,57.94,41.48,101.96,136.03,13.68
18767,1674518400,5,1121.52,0.0,40.44,53.64,52.93,109.71,141.43,13.3
18768,1674522000,5,1201.63,0.0,48.67,42.2,82.97,132.86,162.59,11.78
18769,1674525600,5,1495.36,0.21,63.75,20.21,115.39,164.92,197.44,15.07
18770,1674529200,5,1735.69,5.81,70.6,11.18,131.61,179.58,216.29,19.25
18771,1674532800,5,1628.88,13.63,61.69,30.76,131.61,167.92,205.45,19.25
18772,1674536400,5,1482.01,14.31,56.89,54.36,122.07,159.82,198.98,19.0
18773,1674540000,5,1188.28,10.17,47.3,89.41,96.32,146.56,184.46,15.07
18774,1674543600,5,794.41,4.64,28.1,131.61,58.17,117.61,147.2,8.36
18775,1674547200,5,660.9,2.49,18.51,158.79,41.96,112.11,138.29,5.45
18776,1674550800,5,654.22,1.84,16.11,174.52,38.62,116.93,143.41,4.18
18777,1674554400,5,647.54,1.44,15.08,181.67,36.24,117.48,146.04,3.36
18778,1674558000,5,654.22,1.24,17.31,175.95,33.38,113.63,143.83,3.7
18779,1674561600,5,654.22,0.77,20.73,155.93,29.33,99.92,129.39,4.88
18780,1674565200,5,694.27,0.1,25.36,131.61,28.37,90.41,119.49,6.78
18781,1674568800,5,734.33,0.0,25.36,118.73,28.61,87.97,118.88,8.61
18782,1674572400,5,761.03,0.0,24.68,115.87,28.61,87.3,120.4,9.88
18783,1674576000,5,807.76,0.0,25.7,111.58,31.47,89.17,123.16,11.02
18784,1674579600,5,821.11,0.0,26.05,110.15,32.9,89.64,123.48,11.4
18785,1674583200,5,767.71,0.0,24.33,111.58,32.42,85.56,117.51,10.13
18786,1674586800,5,781.06,0.0,25.02,107.29,29.09,86.56,118.42,9.75
18787,1674590400,5,881.2,0.0,28.1,97.27,30.28,93.92,125.65,10.89
18788,1674594000,5,1028.06,0.0,33.24,82.97,37.67,106.98,138.52,13.05
18789,1674597600,5,1121.52,0.0,36.33,70.81,45.3,118.33,149.38,14.31
18790,1674601200,5,1121.52,0.0,36.33,58.65,56.27,128.53,157.5,13.05
18791,1674604800,5,1148.22,0.0,40.44,42.2,78.2,146.31,173.54,10.64
18792,1674608400,5,1081.47,0.0,41.47,42.92,81.06,143.76,169.8,10.64
18793,1674612000,5,1174.93,0.0,45.24,46.49,72.48,140.29,169.24,15.45
18794,1674615600,5,1295.09,1.19,52.09,47.21,69.62,139.77,172.79,19.0
18795,1674619200,5,1335.14,6.65,51.41,56.51,79.15,143.67,178.66,19.76
18796,1674622800,5,1308.44,9.72,47.3,70.1,88.69,150.81,186.61,19.0
18797,1674626400,5,1188.28,8.83,42.84,92.98,89.65,156.07,191.19,15.96
18798,1674630000,5,974.66,5.53,33.24,128.75,73.43,153.19,185.01,10.89
18799,1674633600,5,834.47,3.35,25.36,163.08,55.79,146.0,174.35,7.85
18800,1674637200,5,787.73,2.6,23.31,180.24,50.54,144.16,171.93,6.46
18801,1674640800,5,754.36,2.01,22.28,191.69,52.45,147.29,175.78,4.5
18802,1674644400,5,767.71,1.65,25.7,188.83,58.65,150.34,178.9,3.39
18803,1674648000,5,727.65,0.73,25.7,183.11,49.11,138.7,166.3,3.67
18804,1674651600,5,741.0,0.06,24.68,180.24,43.39,134.24,161.39,4.88
18805,1674655200,5,814.44,0.0,25.36,173.09,46.25,140.15,169.28,6.78
18806,1674658800,5,894.55,0.0,26.73,165.94,48.64,144.44,176.16,8.87
18807,1674662400,5,1014.71,0.0,30.85,151.63,54.36,151.74,184.77,11.27
18808,1674666000,5,1094.82,0.0,33.59,134.47,59.6,157.38,190.83,12.79
18809,1674669600,5,1108.17,0.0,35.64,117.3,68.66,162.76,194.56,11.78
18810,1674673200,5,1041.41,0.0,35.99,101.57,80.11,162.44,189.29,8.87
18811,1674676800,5,1014.71,0.0,34.27,90.12,77.25,156.59,178.29,8.99
18812,1674680400,5,974.66,0.0,30.16,83.68,60.56,141.63,160.29,11.27
18813,1674684000,5,907.9,0.0,26.05,79.39,46.73,123.57,140.24,12.79
18814,1674687600,5,867.84,0.0,25.36,75.82,44.82,116.02,131.64,13.43
18815,1674691200,5,881.2,0.0,27.76,71.53,50.07,116.76,132.38,14.06
18816,1674694800,5,947.95,0.0,32.56,65.09,56.74,122.23,139.0,15.58
18817,1674698400,5,1201.63,0.06,43.87,52.21,63.9,140.61,162.4,20.52
18818,1674702000,5,1495.36,4.86,54.84,42.56,68.66,163.16,192.52,25.33
18819,1674705600,5,1708.98,13.63,55.52,47.92,77.25,181.02,216.2,27.87
18820,1674709200,5,1762.39,14.53,56.89,64.37,83.92,193.54,232.4,27.61
18821,1674712800,5,1602.17,11.06,54.84,95.84,83.92,197.18,236.94,23.81
18822,1674716400,5,1241.68,6.48,42.5,140.19,70.57,182.65,217.8,15.83
18823,1674720000,5,1001.36,3.46,29.47,180.24,50.07,168.26,200.55,10.89
18824,1674723600,5,934.6,2.4,24.33,200.27,41.01,165.53,197.32,8.49
18825,1674727200,5,894.55,1.82,22.62,203.13,39.1,172.63,203.76,6.33
18826,1674730800,5,947.95,1.7,28.79,188.83,45.3,190.68,221.78,5.51
18827,1674734400,5,1001.36,1.15,39.76,163.08,48.16,193.53,224.25,5.45
18828,1674738000,5,1094.82,0.14,46.61,141.62,47.68,192.51,224.17,6.9
18829,1674741600,5,1201.63,0.0,44.55,133.04,48.64,199.23,233.85,9.25
18830,1674745200,5,1295.09,0.0,42.5,130.18,51.02,208.76,247.64,11.53
18831,1674748800,5,1455.31,0.0,44.55,118.73,56.27,218.91,259.16,13.93
