,Datetime,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI
3434,1674594000,1028.06,0.0,33.24,82.97,37.67,106.98,138.52,13.05,5
3435,1674597600,1121.52,0.0,36.33,70.81,45.3,118.33,149.38,14.31,5
3436,1674601200,1121.52,0.0,36.33,58.65,56.27,128.53,157.5,13.05,5
3437,1674604800,1148.22,0.0,40.44,42.2,78.2,146.31,173.54,10.64,5
3438,1674608400,1081.47,0.0,41.47,42.92,81.06,143.76,169.8,10.64,5
3439,1674612000,1174.93,0.0,45.24,46.49,72.48,140.29,169.24,15.45,5
3440,1674615600,1295.09,1.19,52.09,47.21,69.62,139.77,172.79,19.0,5
3441,1674619200,1335.14,6.65,51.41,56.51,79.15,143.67,178.66,19.76,5
3442,1674622800,1308.44,9.72,47.3,70.1,88.69,150.81,186.61,19.0,5
3443,1674626400,1188.28,8.83,42.84,92.98,89.65,156.07,191.19,15.96,5
3444,1674630000,974.66,5.53,33.24,128.75,73.43,153.19,185.01,10.89,5
3445,1674633600,834.47,3.35,25.36,163.08,55.79,146.0,174.35,7.85,5
3446,1674637200,787.73,2.6,23.31,180.24,50.54,144.16,171.93,6.46,5
3447,1674640800,754.36,2.01,22.28,191.69,52.45,147.29,175.78,4.5,5
3448,1674644400,767.71,1.65,25.7,188.83,58.65,150.34,178.9,3.39,5
3449,1674648000,727.65,0.73,25.7,183.11,49.11,138.7,166.3,3.67,5
3450,1674651600,741.0,0.06,24.68,180.24,43.39,134.24,161.39,4.88,5
3451,1674655200,814.44,0.0,25.36,173.09,46.25,140.15,169.28,6.78,5
3452,1674658800,894.55,0.0,26.73,165.94,48.64,144.44,176.16,8.87,5
3453,1674662400,1014.71,0.0,30.85,151.63,54.36,151.74,184.77,11.27,5
3454,1674666000,1094.82,0.0,33.59,134.47,59.6,157.38,190.83,12.79,5
3455,1674669600,1108.17,0.0,35.64,117.3,68.66,162.76,194.56,11.78,5
3456,1674673200,1041.41,0.0,35.99,101.57,80.11,162.44,189.29,8.87,5
3457,1674676800,1014.71,0.0,34.27,90.12,77.25,156.59,178.29,8.99,5
3458,1674680400,974.66,0.0,30.16,83.68,60.56,141.63,160.29,11.27,5
3459,1674684000,907.9,0.0,26.05,79.39,46.73,123.57,140.24,12.79,5
3460,1674687600,867.84,0.0,25.36,75.82,44.82,116.02,131.64,13.43,5
3461,1674691200,881.2,0.0,27.76,71.53,50.07,116.76,132.38,14.06,5
3462,1674694800,947.95,0.0,32.56,65.09,56.74,122.23,139.0,15.58,5
3463,1674698400,1201.63,0.06,43.87,52.21,63.9,140.61,162.4,20.52,5
3464,1674702000,1495.36,4.86,54.84,42.56,68.66,163.16,192.52,25.33,5
3465,1674705600,1708.98,13.63,55.52,47.92,77.25,181.02,216.2,27.87,5
3466,1674709200,1762.39,14.53,56.89,64.37,83.92,193.54,232.4,27.61,5
3467,1674712800,1602.17,11.06,54.84,95.84,83.92,197.18,236.94,23.81,5
3468,1674716400,1241.68,6.48,42.5,140.19,70.57,182.65,217.8,15.83,5
3469,1674720000,1001.36,3.46,29.47,180.24,50.07,168.26,200.55,10.89,5
3470,1674723600,934.6,2.4,24.33,200.27,41.01,165.53,197.32,8.49,5
3471,1674727200,894.55,1.82,22.62,203.13,39.1,172.63,203.76,6.33,5
3472,1674730800,947.95,1.7,28.79,188.83,45.3,190.68,221.78,5.51,5
3473,1674734400,1001.36,1.15,39.76,163.08,48.16,193.53,224.25,5.45,5
3474,1674738000,1094.82,0.14,46.61,141.62,47.68,192.51,224.17,6.9,5
3475,1674741600,1201.63,0.0,44.55,133.04,48.64,199.23,233.85,9.25,5
3476,1674745200,1295.09,0.0,42.5,130.18,51.02,208.76,247.64,11.53,5
3477,1674748800,1455.31,0.0,44.55,118.73,56.27,218.91,259.16,13.93,5
3478,1674752400,1588.82,0.0,47.3,104.43,63.9,227.54,267.33,16.21,5
3479,1674756000,1615.52,0.0,50.04,87.98,71.53,231.55,268.66,16.21,5
3480,1674759600,1522.06,0.0,49.35,72.96,70.57,220.84,252.29,13.81,5
3481,1674763200,1495.36,0.0,47.98,62.23,65.8,206.81,233.67,13.55,5
3482,1674766800,1495.36,0.0,43.53,56.51,58.17,186.86,211.32,15.07,5
3483,1674770400,1441.96,0.0,40.1,52.21,51.02,170.81,193.78,15.96,5
3484,1674774000,1415.25,0.0,38.73,47.92,47.68,161.83,184.44,15.96,5
3485,1674777600,1428.6,0.0,41.81,42.2,47.68,161.96,184.47,15.71,5
3486,1674781200,1548.77,0.01,50.04,31.47,49.59,173.06,196.95,16.97,5
3487,1674784800,2162.93,2.26,74.71,8.49,61.99,213.56,247.01,26.6,5
3488,1674788400,3124.24,26.82,90.48,2.37,79.15,269.37,316.23,39.01,5
3489,1674792000,3738.4,51.41,97.33,12.16,87.74,295.35,349.03,46.1,5
3490,1674795600,3952.03,50.07,113.79,31.11,87.74,301.82,358.13,49.65,5
3491,1674799200,3898.62,31.74,132.98,77.96,87.74,313.98,371.57,47.12,5
3492,1674802800,4165.65,17.43,146.69,171.66,96.32,406.64,472.06,43.06,5
3493,1674806400,4539.49,9.83,143.95,297.55,93.46,584.01,672.57,35.97,5
3494,1674810000,3578.19,5.03,95.96,354.77,65.8,569.12,676.27,20.27,5
3495,1674813600,1949.31,3.1,52.09,260.35,37.67,291.34,383.78,11.78,5
3496,1674817200,1295.09,3.19,43.87,157.36,28.61,144.93,208.6,10.77,5
3497,1674820800,1148.22,2.37,48.67,101.57,25.03,102.71,152.85,10.77,5
3498,1674824400,1214.98,0.31,55.52,82.25,25.99,103.28,147.27,11.53,5
3499,1674828000,1401.9,0.0,53.47,87.98,30.04,126.85,174.02,13.55,5
3500,1674831600,1562.12,0.0,49.35,98.71,35.29,155.16,208.79,14.57,5
3501,1674835200,1869.2,0.0,55.52,92.98,44.82,188.87,248.0,16.72,5
3502,1674838800,2429.96,0.0,73.34,70.81,57.22,230.49,295.58,21.53,5
3503,1674842400,3017.43,0.0,94.59,50.07,68.66,270.23,337.13,24.57,5
3504,1674846000,3417.97,0.0,112.41,33.62,76.29,301.36,365.46,23.31,5
3505,1674849600,3685.0,0.02,123.38,19.13,78.2,325.14,388.31,21.79,5
3506,1674853200,3898.62,0.25,128.87,9.3,78.2,344.08,406.34,21.79,5
3507,1674856800,4005.43,1.15,131.61,3.76,75.34,355.67,417.96,22.04,5
3508,1674860400,4112.24,3.69,132.98,0.52,70.57,368.25,430.58,20.52,5
3509,1674864000,4058.84,6.48,130.24,0.09,64.85,381.56,440.26,17.99,5
3510,1674867600,3791.81,8.38,119.27,0.1,63.9,403.57,457.3,16.09,5
3511,1674871200,3685.0,12.85,104.19,0.07,72.48,446.97,499.95,19.76,5
3512,1674874800,3524.78,18.1,91.85,3.76,80.11,456.29,507.28,23.56,5
3513,1674878400,3524.78,29.06,85.0,17.7,71.53,412.9,463.45,29.64,5
3514,1674882000,3631.59,29.95,93.22,42.2,64.85,376.22,427.04,38.5,5
3515,1674885600,3524.78,17.43,95.96,101.57,63.9,369.96,419.48,40.53,5
3516,1674889200,3044.13,7.26,76.77,208.85,53.41,402.37,451.05,29.64,5
3517,1674892800,2216.34,3.1,47.3,291.82,37.67,399.64,444.42,16.21,5
3518,1674896400,1562.12,1.76,28.1,280.38,29.8,322.5,359.74,9.12,5
3519,1674900000,1014.71,0.77,11.82,223.16,27.42,209.3,235.32,3.48,5
3520,1674903600,847.82,0.62,11.14,188.83,27.18,164.26,185.86,2.56,5
3521,1674907200,700.95,0.36,12.17,161.65,21.46,131.25,150.72,1.61,5
3522,1674910800,667.57,0.05,15.59,141.62,15.74,111.25,131.59,2.44,5
3523,1674914400,761.03,0.0,19.36,125.89,14.78,108.13,132.1,4.94,5
3524,1674918000,907.9,0.0,22.62,115.87,17.17,113.63,142.06,7.79,5
3525,1674921600,1508.71,0.0,40.78,89.41,28.85,150.62,189.52,16.21,5
3526,1674925200,2563.48,0.0,73.34,52.21,46.73,224.14,280.75,28.37,5
3527,1674928800,3685.0,0.43,112.41,17.17,61.99,310.68,384.37,39.01,5
3528,1674932400,4005.43,3.24,123.38,2.48,60.08,335.37,405.19,35.46,5
3529,1674936000,3471.37,5.59,104.19,0.84,42.92,292.42,348.64,21.53,5
3530,1674939600,2723.69,3.3,82.25,3.62,30.99,244.11,288.19,12.79,5
3531,1674943200,1081.47,0.0,39.41,69.38,50.54,152.53,173.24,2.34,5
3532,1674946800,961.3,0.0,37.7,66.52,50.07,146.32,165.76,1.92,5
3533,1674950400,921.25,0.0,35.64,65.09,47.21,144.99,165.14,1.65,5
3534,1674954000,934.6,0.0,36.33,62.23,48.16,146.87,167.88,2.03,5
3535,1674957600,1014.71,0.0,40.1,57.94,51.5,151.76,172.72,3.86,5
3536,1674961200,1094.82,0.04,43.87,55.79,51.02,149.24,168.77,5.89,5
3537,1674964800,1415.25,0.83,54.84,50.07,52.45,162.49,183.34,11.65,5
3538,1674968400,1815.8,4.47,61.01,49.35,62.94,183.96,208.85,20.77,5
3539,1674972000,1708.98,5.76,50.72,73.67,59.13,177.85,203.65,21.28,5
3540,1674975600,1255.04,3.63,33.24,114.44,39.1,152.02,174.85,15.58,5
3541,1674979200,1014.71,2.65,25.02,135.9,27.66,140.26,160.09,11.53,5
3542,1674982800,834.47,2.1,19.19,143.05,21.7,130.24,146.51,7.22,5
3543,1674986400,647.54,1.26,12.17,141.62,17.64,114.79,126.53,3.42,5
3544,1674990000,700.95,1.2,15.08,128.75,16.45,120.02,133.35,4.31,5
3545,1674993600,754.36,0.85,21.25,113.01,16.93,116.36,131.38,5.32,5
3546,1674997200,841.14,0.14,29.47,98.71,20.27,109.75,127.45,7.22,5
3547,1675000800,974.66,0.0,35.3,90.12,25.75,110.28,133.06,10.13,5
3548,1675004400,1121.52,0.0,38.73,85.83,30.52,114.92,143.73,13.05,5
3549,1675008000,1335.14,0.0,44.55,78.68,37.19,127.2,162.43,15.96,5
3550,1675011600,1441.96,0.0,45.93,74.39,39.1,136.74,176.83,16.97,5
3551,1675015200,1335.14,0.0,41.47,76.53,34.81,130.33,170.84,14.06,5
3552,1675018800,1028.06,0.0,31.53,86.55,26.7,109.86,143.85,8.61,5
3553,1675022400,881.2,0.0,27.76,91.55,27.18,99.95,128.69,6.9,5
3554,1675026000,847.82,0.0,28.1,90.84,33.86,97.81,123.72,6.52,5
3555,1675029600,794.41,0.0,28.79,91.55,41.01,92.96,115.96,5.95,5
3556,1675033200,881.2,0.0,34.27,82.25,51.02,99.89,123.45,6.59,5
3557,1675036800,1028.06,0.0,45.93,68.66,71.53,115.9,139.33,7.6,5
3558,1675040400,1188.28,0.0,58.95,56.51,93.46,134.19,156.42,8.61,5
3559,1675044000,1428.6,0.0,73.34,43.99,105.86,152.01,177.48,12.54,5
3560,1675047600,1695.63,1.82,84.31,35.05,103.95,162.24,195.37,16.72,5
3561,1675051200,1695.63,9.16,74.71,49.35,93.46,153.73,192.29,17.73,5
3562,1675054800,1562.12,12.52,64.43,70.1,89.65,142.8,185.04,18.24,5
3563,1675058400,1321.79,10.17,52.78,97.27,84.88,132.61,176.25,16.47,5
3564,1675062000,1054.76,5.87,36.67,133.04,63.9,120.54,165.78,12.54,5
3565,1675065600,894.55,3.46,26.73,161.65,46.25,116.12,162.33,9.12,5
3566,1675069200,854.49,2.65,23.99,178.81,40.05,126.09,169.27,6.84,5
3567,1675072800,794.41,1.96,21.76,188.83,35.76,135.77,175.31,4.43,5
3568,1675076400,794.41,1.55,23.65,181.67,35.29,141.45,180.37,3.23,5
3569,1675080000,794.41,0.89,28.1,163.08,33.86,136.61,176.95,2.98,5
3570,1675083600,854.49,0.12,31.87,147.34,33.86,140.36,181.5,3.42,5
3571,1675087200,947.95,0.0,30.85,147.34,37.19,159.05,200.69,3.83,5
3572,1675090800,1028.06,0.0,29.47,155.93,42.44,181.96,223.91,3.64,5
3573,1675094400,1134.87,0.0,31.19,154.5,50.07,202.61,243.32,4.31,5
3574,1675098000,1308.44,0.0,35.3,143.05,58.65,218.25,258.9,6.46,5
3575,1675101600,1375.2,0.0,38.04,124.45,66.76,219.49,258.88,7.98,5
3576,1675105200,1228.33,0.0,36.67,104.43,72.48,194.08,227.25,6.71,5
3577,1675108800,1108.17,0.0,33.93,86.55,72.48,170.19,196.73,6.27,5
3578,1675112400,1081.47,0.0,31.87,73.67,63.9,158.43,180.63,7.73,5
3579,1675116000,1041.41,0.0,28.45,65.09,50.07,149.67,169.02,8.87,5
3580,1675119600,988.01,0.0,27.08,56.51,42.44,138.52,155.5,9.75,5
3581,1675123200,961.3,0.0,28.45,48.64,42.44,126.07,141.39,10.39,5
3582,1675126800,974.66,0.0,32.56,41.84,47.68,114.17,129.02,11.65,5
3583,1675130400,1228.33,0.04,45.93,28.25,59.13,115.68,134.41,16.97,5
3584,1675134000,1628.88,3.97,63.06,14.13,75.34,126.39,151.7,23.81,5
3585,1675137600,1922.61,17.21,65.12,21.46,90.6,135.8,165.94,27.87,5
3586,1675141200,2029.42,22.8,68.55,38.62,103.95,146.89,180.05,30.15,5
3587,1675144800,2029.42,19.45,76.09,70.1,119.21,166.16,200.76,29.89,5
3588,1675148400,1949.31,12.96,74.71,118.73,112.53,191.84,231.18,25.59,5
3589,1675152000,1602.17,6.98,53.47,158.79,75.34,188.6,230.89,17.23,5
3590,1675155600,1268.39,4.08,36.33,170.23,45.3,162.41,201.37,12.29,5
3591,1675159200,1028.06,2.63,26.73,165.94,27.42,139.41,174.14,9.12,5
3592,1675162800,1014.71,1.76,26.73,177.38,23.13,147.97,181.78,7.79,5
3593,1675166400,1054.76,0.87,31.53,181.67,25.75,163.12,194.93,6.59,5
3594,1675170000,1121.52,0.11,39.07,160.22,33.38,164.07,194.45,7.16,5
3595,1675173600,1188.28,0.0,42.84,134.47,41.01,147.99,178.75,10.64,5
3596,1675177200,1241.68,0.0,43.53,114.44,48.64,128.34,159.3,14.69,5
3597,1675180800,1134.87,0.0,39.41,101.57,53.41,100.96,122.45,14.69,5
3598,1675184400,1161.58,0.0,35.99,91.55,50.07,92.88,112.01,17.23,5
3599,1675188000,1134.87,0.0,33.93,82.97,46.73,87.94,106.37,17.23,5
3600,1675191600,1001.36,0.0,30.85,75.1,41.96,81.42,96.83,14.19,5
3601,1675195200,947.95,0.0,29.47,67.95,40.53,83.44,97.0,13.05,5
3602,1675198800,988.01,0.0,29.13,63.66,41.01,92.11,105.34,13.68,5
3603,1675202400,1028.06,0.0,29.82,62.23,42.92,102.2,115.95,14.19,5
3604,1675206000,1041.41,0.0,30.85,62.94,45.3,111.35,125.52,14.31,5
3605,1675209600,1041.41,0.0,32.22,62.94,47.68,119.21,133.18,14.57,5
3606,1675213200,1121.52,0.0,37.7,57.22,53.88,128.89,143.55,16.21,5
3607,1675216800,1508.71,0.0,56.89,39.7,66.76,154.43,174.64,23.81,5
3608,1675220400,2029.42,2.71,82.25,21.46,79.15,180.74,207.44,31.66,5
3609,1675224000,2162.93,12.74,83.63,30.04,79.15,182.29,209.9,32.93,5
3610,1675227600,2056.12,16.09,76.09,55.07,72.48,173.21,200.58,31.16,5
3611,1675231200,1869.2,11.62,66.49,101.57,68.66,170.16,196.36,28.12,5
3612,1675234800,2002.72,7.38,63.75,170.23,72.48,195.31,222.48,28.63,5
3613,1675238400,2429.96,6.26,71.29,226.02,90.6,244.05,274.99,32.17,5
3614,1675242000,3097.53,7.04,95.96,260.35,120.16,318.84,360.54,38.0,5
3615,1675245600,3070.83,7.26,108.3,248.91,114.44,331.79,394.02,33.94,5
3616,1675249200,1922.61,5.48,74.71,167.37,60.56,186.19,250.29,23.05,5
3617,1675252800,1281.74,2.63,54.15,111.58,33.86,110.93,160.6,16.47,5
3618,1675256400,1081.47,0.22,45.24,111.58,29.33,110.07,144.92,13.05,5
3619,1675260000,1201.63,0.0,44.55,117.3,38.15,138.79,174.18,14.82,5
3620,1675263600,1281.74,0.0,45.24,114.44,48.64,148.54,186.27,16.21,5
3621,1675267200,1375.2,0.0,49.35,101.57,61.99,141.93,176.31,18.24,5
3622,1675270800,1682.28,0.0,58.26,77.25,75.34,146.62,180.41,25.33,5
3623,1675274400,1869.2,0.0,60.32,57.22,75.34,144.03,178.23,29.39,5
3624,1675278000,1588.82,0.0,54.84,44.7,63.9,119.73,148.53,23.81,5
3625,1675281600,1321.79,0.0,49.35,38.62,54.36,101.0,123.47,18.75,5
3626,1675285200,1201.63,0.0,43.18,39.7,50.07,96.88,115.34,17.48,5
3627,1675288800,1134.87,0.0,38.39,44.35,48.16,96.9,112.78,17.23,5
3628,1675292400,1094.82,0.0,36.33,49.35,48.16,96.54,110.79,16.97,5
3629,1675296000,1068.12,0.0,36.67,52.93,48.64,96.71,109.94,16.72,5
3630,1675299600,1121.52,0.0,40.44,52.21,50.07,100.83,114.33,17.73,5
3631,1675303200,1495.36,0.0,57.58,38.62,58.65,122.13,141.38,25.08,5
3632,1675306800,2029.42,3.35,83.63,21.1,70.57,149.6,175.9,33.44,5
3633,1675310400,2296.45,17.21,86.37,28.25,73.43,162.19,192.07,36.48,5
3634,1675314000,2376.56,21.01,84.31,50.78,72.48,169.99,202.5,37.49,5
3635,1675317600,2296.45,13.41,79.51,103.0,69.62,177.2,210.22,34.96,5
3636,1675321200,2777.1,9.05,87.05,178.81,81.06,236.93,277.02,39.52,5
3637,1675324800,3524.78,7.82,108.3,254.63,103.0,343.07,395.72,46.1,5
3638,1675328400,3898.62,6.76,124.75,306.13,125.89,426.97,498.67,48.13,5
3639,1675332000,3231.05,4.97,109.67,294.69,115.39,372.0,474.57,38.5,5
3640,1675335600,2136.23,4.14,81.57,185.97,69.62,208.56,302.93,26.35,5
3641,1675339200,1588.82,2.71,69.23,107.29,41.48,126.29,186.33,20.27,5
3642,1675342800,847.82,0.11,34.62,130.18,30.99,86.5,111.29,10.89,5
3643,1675346400,847.82,0.0,32.22,114.44,31.95,79.19,103.82,11.78,5
3644,1675350000,921.25,0.0,30.85,118.73,36.24,89.48,116.22,12.92,5
3645,1675353600,1081.47,0.0,37.7,114.44,59.13,108.17,134.27,13.93,5
3646,1675357200,1188.28,0.0,46.61,95.84,85.83,111.82,137.08,15.2,5
3647,1675360800,1201.63,0.0,48.67,75.82,95.37,99.65,123.37,16.21,5
3648,1675364400,1148.22,0.0,47.3,61.51,82.02,87.49,108.62,16.09,5
3649,1675368000,1268.39,0.0,49.35,50.78,73.43,94.92,116.13,17.48,5
3650,1675371600,1401.9,0.0,50.72,41.13,67.71,108.03,130.24,19.51,5
3651,1675375200,1468.66,0.01,52.09,28.97,59.6,116.86,139.65,20.52,5
3652,1675378800,1522.06,0.08,53.47,18.06,54.84,122.58,147.43,22.29,5
3653,1675382400,1562.12,0.43,54.84,10.28,52.93,127.31,154.09,23.81,5
3654,1675386000,1695.63,2.6,58.95,3.58,55.31,134.83,163.59,26.85,5
3655,1675389600,2510.07,22.58,67.17,0.07,74.39,182.65,222.9,42.56,5
3656,1675393200,4005.43,66.16,81.57,1.21,107.77,268.44,327.85,66.88,5
3657,1675396800,5287.17,104.61,100.08,6.88,133.51,345.28,421.03,85.12,5
3658,1675400400,6088.26,97.45,149.43,22.53,141.14,412.15,500.02,89.17,5
3659,1675404000,6568.91,53.64,222.09,82.25,146.87,517.61,615.73,83.09,5
3660,1675407600,6675.72,23.47,238.54,214.58,148.77,689.91,799.21,67.89,5
3661,1675411200,5661.01,10.95,180.96,340.46,131.61,780.11,899.72,46.61,5
3662,1675414800,3685.0,5.48,104.19,357.63,91.55,596.18,713.1,29.39,5
3663,1675418400,1895.9,3.69,56.89,246.05,51.02,270.72,359.9,18.49,5
3664,1675422000,1201.63,3.63,45.24,147.34,32.9,125.96,185.1,15.07,5
3665,1675425600,974.66,2.49,45.93,104.43,25.99,86.64,131.48,12.67,5
3666,1675429200,921.25,0.39,47.3,87.26,25.03,78.62,118.77,12.03,5
3667,1675432800,1054.76,0.0,47.3,80.11,28.61,87.8,132.34,14.69,5
3668,1675436400,1174.93,0.0,43.87,87.26,31.95,102.53,152.39,16.72,5
3669,1675440000,1428.6,0.0,47.3,88.69,38.62,126.45,179.35,20.01,5
3670,1675443600,1869.2,0.0,58.26,75.82,49.11,159.99,218.8,25.33,5
3671,1675447200,2162.93,0.0,67.86,58.65,56.74,182.51,242.13,27.87,5
3672,1675450800,2109.53,0.0,71.97,45.42,57.7,176.94,229.04,23.81,5
3673,1675454400,1922.61,0.0,68.55,38.27,54.36,160.89,203.65,20.27,5
3674,1675458000,1789.09,0.0,63.75,32.9,51.98,150.15,187.31,18.49,5
3675,1675461600,1735.69,0.0,59.63,26.46,52.45,149.49,183.85,18.49,5
3676,1675465200,1789.09,0.06,57.58,16.99,52.93,156.74,192.02,19.76,5
3677,1675468800,1842.5,0.67,57.58,7.15,53.88,166.19,202.89,20.77,5
3678,1675472400,2029.42,4.64,58.26,0.99,58.65,179.38,217.97,24.07,5
3679,1675476000,2643.59,21.23,60.32,0.03,72.48,216.54,262.61,34.96,5
3680,1675479600,3578.19,52.3,63.75,1.37,87.74,268.33,325.19,47.12,5
3681,1675483200,3738.4,60.8,75.4,10.1,96.32,271.15,326.71,50.16,5
3682,1675486800,4165.65,48.73,112.41,36.48,108.72,317.59,379.21,55.73,5
3683,1675490400,4592.9,25.26,148.06,117.3,122.07,418.41,487.53,56.74,5
3684,1675494000,4379.27,11.62,135.72,246.05,122.07,527.24,604.79,46.61,5
3685,1675497600,3177.64,5.48,85.0,320.43,92.51,497.5,577.95,29.64,5
3686,1675501200,1976.01,3.02,46.61,291.82,57.22,327.93,402.98,20.01,5
3687,1675504800,1201.63,2.6,31.53,203.13,31.95,170.68,226.94,14.57,5
3688,1675508400,961.3,2.77,30.85,145.91,23.37,115.38,157.35,12.29,5
3689,1675512000,881.2,2.12,35.99,114.44,20.5,96.35,132.63,10.26,5
3690,1675515600,867.84,0.38,40.44,91.55,20.5,89.12,122.39,9.63,5
3691,1675519200,974.66,0.0,37.36,100.14,24.56,110.36,146.33,10.64,5
3692,1675522800,1081.47,0.0,31.87,134.47,34.33,153.48,194.1,10.39,5
3693,1675526400,1361.85,0.0,38.73,131.61,48.64,180.88,224.64,13.05,5
3694,1675530000,1869.2,0.0,56.21,98.71,59.6,196.85,246.0,21.53,5
3695,1675533600,2376.56,0.0,73.34,69.38,67.71,211.69,264.46,29.13,5
3696,1675537200,2510.07,0.0,81.57,50.78,68.66,209.79,259.33,28.12,5
3697,1675540800,2376.56,0.0,80.2,41.84,67.71,199.56,243.58,23.81,5
3698,1675544400,2162.93,0.0,72.66,40.05,72.48,189.54,228.04,20.01,5
3699,1675548000,2002.72,0.0,67.17,38.62,77.25,184.47,218.38,17.99,5
3700,1675551600,1976.01,0.0,67.17,33.26,80.11,187.25,219.78,17.73,5
3701,1675555200,1976.01,0.0,68.55,28.25,82.02,193.76,225.37,17.73,5
3702,1675558800,2029.42,0.02,71.29,21.99,82.97,203.48,234.6,19.25,5
3703,1675562400,2296.45,1.24,82.25,9.75,87.74,226.28,262.01,26.09,5
3704,1675566000,2857.21,16.32,89.11,9.21,99.18,265.23,309.26,34.45,5
3705,1675569600,3898.62,42.02,102.82,21.28,111.58,336.74,396.09,46.1,5
3706,1675573200,5233.76,43.36,150.8,55.07,135.42,461.6,540.94,65.86,5
3707,1675576800,6301.88,23.02,200.15,174.52,169.75,652.91,748.08,79.04,5
3708,1675580400,6195.07,11.18,189.19,354.77,179.29,851.28,957.61,69.92,5
3709,1675584000,4646.3,5.98,124.75,434.88,141.14,834.59,940.96,45.09,5
3710,1675587600,2964.02,3.69,69.92,371.93,88.69,577.68,675.78,27.11,5
3711,1675591200,1735.69,3.21,43.53,243.19,46.25,281.92,362.51,16.97,5
3712,1675594800,1281.74,3.91,41.47,154.5,31.47,150.9,211.17,15.2,5
3713,1675598400,1228.33,3.97,50.72,103.0,27.89,112.11,159.47,15.2,5
3714,1675602000,1174.93,0.94,57.58,72.96,27.42,102.09,143.47,14.69,5
3715,1675605600,1241.68,0.0,55.52,60.08,28.85,106.63,152.22,15.83,5
3716,1675609200,1241.68,0.0,47.98,63.66,28.61,109.74,161.41,15.2,5
3717,1675612800,1535.42,0.0,52.78,62.94,33.86,134.79,197.13,17.48,5
3718,1675616400,2429.96,0.0,80.88,42.92,50.07,206.84,287.69,26.6,5
3719,1675620000,3631.59,0.64,117.9,15.38,69.62,303.28,399.81,36.98,5
3720,1675623600,4325.87,4.3,131.61,1.83,79.15,360.28,452.11,38.5,5
3721,1675627200,4165.65,5.42,126.12,1.27,82.02,358.74,437.54,34.96,5
3722,1675630800,3738.4,1.29,117.9,7.87,82.02,340.35,410.79,31.66,5
3723,1675634400,2510.07,0.0,77.46,41.13,72.48,268.14,319.98,19.25,5
3724,1675638000,1789.09,0.0,54.84,54.36,61.99,225.09,270.43,13.43,5
3725,1675641600,1401.9,0.0,44.55,57.94,53.88,189.33,229.53,10.64,5
3726,1675645200,1388.55,0.0,50.04,49.35,57.22,178.57,217.3,11.65,5
3727,1675648800,1895.9,0.4,73.34,25.03,72.48,206.65,251.39,17.73,5
3728,1675652400,2590.18,14.75,87.05,15.74,93.46,255.19,308.29,22.8,5
3729,1675656000,3070.83,28.61,100.08,27.54,122.07,310.03,365.46,24.07,5
3730,1675659600,3337.86,29.06,113.79,59.37,144.96,363.71,423.81,26.85,5
3731,1675663200,2990.72,17.43,106.93,121.59,144.96,383.27,447.13,24.07,5
3732,1675666800,2002.72,7.82,65.8,178.81,107.77,319.49,382.5,14.69,5
3733,1675670400,1308.44,3.69,34.96,197.41,65.8,234.83,287.22,9.37,5
3734,1675674000,1094.82,2.99,30.5,205.99,59.13,197.25,238.22,6.52,5
3735,1675677600,1068.12,2.99,36.67,223.16,77.25,209.51,246.77,3.23,5
3736,1675681200,1081.47,1.93,35.3,246.05,70.57,225.49,262.91,3.2,5
3737,1675684800,1001.36,0.98,35.64,234.6,52.93,199.21,236.01,5.07,5
3738,1675688400,988.01,0.17,40.44,188.83,43.39,158.61,195.65,8.04,5
3739,1675692000,1028.06,0.0,38.73,157.36,41.48,134.6,174.95,11.15,5
3740,1675695600,1068.12,0.0,36.33,143.05,41.48,123.97,169.04,13.55,5
3741,1675699200,1161.58,0.0,37.36,131.61,43.87,123.34,171.67,15.96,5
3742,1675702800,1214.98,0.0,36.67,121.59,43.87,120.95,172.43,16.97,5
3743,1675706400,1108.17,0.0,33.59,113.01,38.15,108.56,159.55,15.2,5
3744,1675710000,894.55,0.0,29.82,101.57,30.28,87.18,131.33,11.02,5
3745,1675713600,907.9,0.0,31.87,85.83,30.52,83.59,121.8,10.51,5
3746,1675717200,1148.22,0.0,39.76,67.95,37.67,97.22,134.69,12.92,5
3747,1675720800,1335.14,0.0,45.24,53.64,44.82,110.43,147.41,14.95,5
3748,1675724400,1388.55,0.0,47.3,44.35,48.16,113.8,150.43,15.71,5
3749,1675728000,1468.66,0.0,51.41,36.48,52.93,118.52,155.16,16.72,5
3750,1675731600,1642.23,0.03,60.32,25.39,61.04,129.86,168.01,19.0,5
3751,1675735200,2189.64,4.19,79.51,5.01,82.02,169.38,215.94,28.37,5
3752,1675738800,2803.8,26.82,82.94,4.52,117.3,219.85,275.19,35.46,5
3753,1675742400,2883.91,40.23,84.31,18.6,156.4,250.69,307.15,35.46,5
3754,1675746000,3150.94,34.42,105.56,48.64,167.85,296.79,359.42,40.02,5
3755,1675749600,3070.83,18.55,109.67,120.16,164.03,334.64,402.3,38.0,5
3756,1675753200,2429.96,8.27,78.83,205.99,125.89,327.57,399.63,26.85,5
3757,1675756800,1682.28,3.91,45.93,246.05,74.39,267.88,342.02,17.48,5
3758,1675760400,1268.39,2.88,32.9,228.88,46.25,202.08,274.03,13.17,5
3759,1675764000,974.66,2.32,26.73,208.85,34.81,161.78,228.98,8.61,5
